architecture,overall_score,latency_ms,difficulty
agentic_rag,0.7965404108688992,3463.0,complex
agentic_rag,0.7172757137477532,2766.0,complex
agentic_rag,0.9062210967474126,3375.0,complex
agentic_rag,0.6791494047288928,2764.0,complex
agentic_rag,0.8007209548134716,2716.0,complex
agentic_rag,0.6004697818020186,3528.0,complex
agentic_rag,0.6016196472245248,2783.0,complex
agentic_rag,0.6605974354288499,2836.0,complex
agentic_rag,0.6977886177485955,3457.0,complex
agentic_rag,0.6239335394388318,2492.0,complex
agentic_rag,0.7388415683103511,1637.0,complex
agentic_rag,0.6956491799770147,2967.0,complex
agentic_rag,0.6451410722692714,1989.0,complex
agentic_rag,0.7348890289903313,2080.0,complex
agentic_rag,0.8516125151297385,2788.0,complex
agentic_rag,0.5733500021794906,2209.0,complex
agentic_graph_rag,0.6858269241604688,2145.0,simple
agentic_graph_rag,0.9345392292632995,2083.0,simple
agentic_graph_rag,0.7967262786438281,2664.0,simple
agentic_graph_rag,0.8645519429347474,2016.0,simple
agentic_graph_rag,0.8673832577181094,1934.0,simple
agentic_graph_rag,0.7645916290514251,2558.0,simple
agentic_graph_rag,0.9519293652468962,2116.0,simple
agentic_graph_rag,0.9320549535603715,1979.0,simple
agentic_graph_rag,0.8640728611894319,2151.0,simple
agentic_graph_rag,0.8706400310568525,1757.0,simple
agentic_graph_rag,0.9436248487752494,2321.0,simple
agentic_graph_rag,0.837580672898848,1577.0,simple
agentic_graph_rag,0.9311518495649674,2119.0,simple
agentic_graph_rag,0.9199028447903851,1468.0,simple
agentic_graph_rag,0.7137077905885114,2318.0,simple
agentic_graph_rag,0.7580207446529266,2508.0,simple
agentic_graph_rag,0.9249272560135788,2519.0,simple
agentic_graph_rag,0.7953419015680432,1420.0,simple
agentic_graph_rag,0.6214037698412698,1535.0,simple
agentic_graph_rag,0.7386373436624447,1842.0,simple
agentic_graph_rag,0.8313136856044733,3480.0,simple
agentic_graph_rag,0.8993057041770277,2149.0,simple
agentic_graph_rag,0.6615516962817457,1985.0,simple
agentic_graph_rag,0.9097228420729184,3132.0,simple
agentic_graph_rag,0.8947813894761569,2481.0,simple
agentic_graph_rag,0.9414306139718888,2369.0,simple
agentic_graph_rag,0.9150079664459048,2537.0,simple
agentic_graph_rag,0.9147712416158862,2183.0,simple
agentic_graph_rag,0.9052256141702864,2302.0,simple
agentic_graph_rag,0.9228393605360108,2483.0,simple
agentic_graph_rag,0.9085817375339232,2123.0,simple
agentic_graph_rag,0.8259343848306739,2046.0,simple
agentic_graph_rag,0.9456783732760295,2149.0,simple
agentic_graph_rag,0.9158570476813135,2976.0,simple
agentic_graph_rag,0.7121362882556913,2758.0,simple
agentic_graph_rag,0.9272000605008418,1834.0,simple
agentic_graph_rag,0.8992430327230821,2053.0,simple
agentic_graph_rag,0.9131867972918467,2252.0,simple
agentic_graph_rag,0.8821517474788112,2560.0,simple
agentic_graph_rag,0.69091188016144,2250.0,simple
agentic_graph_rag,0.886646506242896,2252.0,medium
agentic_graph_rag,0.8737783375511686,2661.0,medium
agentic_graph_rag,0.9089067570889264,1638.0,medium
agentic_graph_rag,0.8734280075866343,1638.0,medium
agentic_graph_rag,0.9271159287591213,2454.0,medium
agentic_graph_rag,0.861229725875875,2150.0,medium
agentic_graph_rag,0.8718559247986607,2126.0,medium
agentic_graph_rag,0.9296965767525236,2479.0,medium
agentic_graph_rag,0.9290822624522513,2320.0,medium
agentic_graph_rag,0.8129195829136178,2183.0,medium
agentic_graph_rag,0.8757929238210929,2291.0,medium
agentic_graph_rag,0.841901487726407,2118.0,medium
agentic_graph_rag,0.7565330764030196,2244.0,medium
agentic_graph_rag,0.8911950432775465,2250.0,medium
agentic_graph_rag,0.8870223774690487,2150.0,medium
agentic_graph_rag,0.6736860533687159,1455.0,medium
agentic_graph_rag,0.8545227560505338,1819.0,medium
agentic_graph_rag,0.9152216789493576,1637.0,medium
agentic_graph_rag,0.888834058356344,1672.0,medium
agentic_graph_rag,0.8168972764263257,2323.0,medium
agentic_graph_rag,0.8842081839842891,1940.0,medium
agentic_graph_rag,0.858631270419622,1739.0,medium
agentic_graph_rag,0.9346608097067656,2275.0,medium
agentic_graph_rag,0.8288436776518272,2637.0,medium
agentic_graph_rag,0.6979734276792787,1841.0,medium
agentic_graph_rag,0.7457884240652782,1944.0,medium
agentic_graph_rag,0.9151171651638607,2057.0,medium
agentic_graph_rag,0.9039023631840796,2447.0,medium
agentic_graph_rag,0.7795416315648344,2148.0,medium
agentic_graph_rag,0.8882443478287942,2149.0,medium
agentic_graph_rag,0.9131036200806131,2457.0,complex
agentic_graph_rag,0.8612336772895006,3685.0,complex
agentic_graph_rag,0.810114734104497,2149.0,complex
agentic_graph_rag,0.9429299090894485,2252.0,complex
agentic_graph_rag,0.7896949854321049,2557.0,complex
agentic_graph_rag,0.7988122774335049,2048.0,complex
agentic_graph_rag,0.8581214335990702,3892.0,complex
agentic_graph_rag,0.753541068372857,2147.0,complex
agentic_graph_rag,0.7734194806465418,1654.0,complex
agentic_graph_rag,0.8710302636725444,2134.0,complex
agentic_graph_rag,0.6911921701103471,2833.0,complex
agentic_graph_rag,0.8045103730869602,1872.0,complex
agentic_graph_rag,0.8312890845141179,2559.0,complex
agentic_graph_rag,0.602131064404827,1620.0,complex
agentic_graph_rag,0.8006815662620944,1897.0,complex
agentic_graph_rag,0.890530303030303,1804.0,complex
agentic_graph_rag,0.8256263181263181,2456.0,complex
agentic_graph_rag,0.7312795427639177,2150.0,complex
agentic_graph_rag,0.8850546382151989,2342.0,complex
agentic_graph_rag,0.6860658577860819,2161.0,complex
agentic_graph_rag,0.7949137363238482,8702.0,complex
agentic_graph_rag,0.8991172049861516,2252.0,complex
agentic_graph_rag,0.6986041637087522,2148.0,complex
agentic_graph_rag,0.644137618803235,1637.0,complex
agentic_graph_rag,0.7029950081797643,2662.0,complex
agentic_graph_rag,0.7536285551232503,1835.0,complex
agentic_graph_rag,0.6223262249886543,2464.0,complex
agentic_graph_rag,0.8098045679262291,1946.0,complex
agentic_graph_rag,0.6305958178726035,1903.0,complex
agentic_graph_rag,0.7951024774061143,2188.0,complex
agentic_graph_rag,0.6066077796546546,1723.0,simple
agentic_graph_rag,0.8792142933447281,3479.0,simple
agentic_graph_rag,0.8370410350821529,2559.0,simple
agentic_graph_rag,0.9277991739895755,2254.0,simple
agentic_graph_rag,0.8140318137814486,2249.0,simple
agentic_graph_rag,0.8743647214982283,2554.0,simple
agentic_graph_rag,0.9059602746540447,2710.0,simple
agentic_graph_rag,0.8870965125076351,3243.0,simple
agentic_graph_rag,0.7766414835164835,2173.0,simple
agentic_graph_rag,0.8745420741254074,2112.0,simple
agentic_graph_rag,0.9475816285024481,2632.0,simple
agentic_graph_rag,0.9212066695018951,1870.0,simple
agentic_graph_rag,0.8779481135854084,2366.0,simple
agentic_graph_rag,0.8473054283353579,1450.0,simple
agentic_graph_rag,0.8227005144839197,1969.0,simple
agentic_graph_rag,0.8263462219575608,2432.0,simple
agentic_graph_rag,0.8895413857354155,2457.0,simple
agentic_graph_rag,0.718600893806486,3247.0,simple
agentic_graph_rag,0.8771214204597495,1768.0,simple
agentic_graph_rag,0.7494118704752802,1944.0,simple
agentic_graph_rag,0.8785719529647277,1740.0,simple
agentic_graph_rag,0.9360211489898991,1762.0,simple
agentic_graph_rag,0.7906537770358361,3049.0,simple
agentic_graph_rag,0.9424595290050192,2046.0,simple
agentic_graph_rag,0.783034142300677,2048.0,simple
agentic_graph_rag,0.7044114517040002,2353.0,simple
agentic_graph_rag,0.9435607299877413,2048.0,simple
agentic_graph_rag,0.8911164491827491,2457.0,simple
agentic_graph_rag,0.7779639626130854,2354.0,simple
agentic_graph_rag,0.6711976995099115,2559.0,simple
agentic_graph_rag,0.8612490792896538,1797.0,simple
agentic_graph_rag,0.8327032414624705,1786.0,simple
agentic_graph_rag,0.9531404583366092,2066.0,simple
agentic_graph_rag,0.8894272412921607,2333.0,simple
agentic_graph_rag,0.610690699359866,1945.0,simple
agentic_graph_rag,0.7173925584362426,1842.0,simple
agentic_graph_rag,0.9188612747692624,2656.0,simple
agentic_graph_rag,0.7361575578298181,1951.0,simple
agentic_graph_rag,0.8396160537992282,1469.0,simple
agentic_graph_rag,0.6571758346292742,2112.0,simple
agentic_graph_rag,0.7887929353755608,2045.0,medium
agentic_graph_rag,0.9222468902512293,2251.0,medium
agentic_graph_rag,0.7807611404249722,2251.0,medium
agentic_graph_rag,0.8238980979875598,2764.0,medium
agentic_graph_rag,0.8771265201768933,2460.0,medium
agentic_graph_rag,0.8745326315737708,1736.0,medium
agentic_graph_rag,0.6672385356094911,2740.0,medium
agentic_graph_rag,0.8656866613254535,2344.0,medium
agentic_graph_rag,0.9100270679392447,2081.0,medium
agentic_graph_rag,0.8685823665306769,2764.0,medium
agentic_graph_rag,0.7611480459939428,1739.0,medium
agentic_graph_rag,0.8307634001877191,2254.0,medium
agentic_graph_rag,0.5853835178050918,2351.0,medium
agentic_graph_rag,0.8892818967599971,1638.0,medium
agentic_graph_rag,0.8583059637580407,2662.0,medium
agentic_graph_rag,0.8499093490555677,2353.0,medium
agentic_graph_rag,0.7188471669619523,1946.0,medium
agentic_graph_rag,0.915349490341935,3242.0,medium
agentic_graph_rag,0.8688045234895033,1977.0,medium
agentic_graph_rag,0.7435015842067942,2252.0,medium
agentic_graph_rag,0.819531259500821,2251.0,medium
agentic_graph_rag,0.7698883710106157,2356.0,medium
agentic_graph_rag,0.6857356448516706,1915.0,medium
agentic_graph_rag,0.7384048569546955,1918.0,medium
agentic_graph_rag,0.7362971753511071,1998.0,medium
agentic_graph_rag,0.9131968982309657,2628.0,medium
agentic_graph_rag,0.7629197569267547,2081.0,medium
agentic_graph_rag,0.7175570744168305,2251.0,medium
agentic_graph_rag,0.6016435698654896,184012.0,medium
agentic_graph_rag,0.9244123931623931,3438.0,medium
agentic_graph_rag,0.8034808829138063,2089.0,complex
agentic_graph_rag,0.6494221751024057,2456.0,complex
agentic_graph_rag,0.8252367485023535,2765.0,complex
agentic_graph_rag,0.6177985889658033,2526.0,complex
agentic_graph_rag,0.8765831962174067,2488.0,complex
agentic_graph_rag,0.6925029253154253,2763.0,complex
agentic_graph_rag,0.8572009972884371,2661.0,complex
agentic_graph_rag,0.6227763958479926,1794.0,complex
agentic_graph_rag,0.8674636033841983,3017.0,complex
agentic_graph_rag,0.6022203947368421,2456.0,complex
agentic_graph_rag,0.9079093499489107,1944.0,complex
agentic_graph_rag,0.6965765915119363,2575.0,complex
agentic_graph_rag,0.8316233540680066,2439.0,complex
agentic_graph_rag,0.5300547320896158,2662.0,complex
agentic_graph_rag,0.8558423197473706,2763.0,complex
agentic_graph_rag,0.4890547939847509,2047.0,complex
agentic_graph_rag,0.781378241557909,2354.0,complex
agentic_graph_rag,0.6363452054224594,2252.0,complex
agentic_graph_rag,0.8171429624166762,2350.0,complex
agentic_graph_rag,0.6749881182880676,2346.0,complex
agentic_graph_rag,0.7148641080117735,2366.0,complex
agentic_graph_rag,0.6319130626783492,2548.0,complex
agentic_graph_rag,0.6463467185119662,2159.0,complex
agentic_graph_rag,0.6599971259787721,2252.0,complex
agentic_graph_rag,0.6223116433857783,2764.0,complex
agentic_graph_rag,0.6049672645631918,2929.0,complex
agentic_graph_rag,0.6546366005013634,2188.0,complex
agentic_graph_rag,0.6958919269498138,2661.0,complex
agentic_graph_rag,0.6713946802272794,2866.0,complex
agentic_graph_rag,0.5675868168804813,1651.0,complex
agentic_graph_rag,0.9181819618006613,2319.0,simple
agentic_graph_rag,0.8962003369419502,3583.0,simple
agentic_graph_rag,0.7221837685015444,2457.0,simple
agentic_graph_rag,0.8539244371883261,3071.0,simple
agentic_graph_rag,0.6731676706827309,2456.0,simple
agentic_graph_rag,0.6626488095238096,3071.0,simple
agentic_graph_rag,0.891680876424574,2354.0,simple
agentic_graph_rag,0.8641914240934728,5787.0,simple
agentic_graph_rag,0.9002952769932965,2944.0,simple
agentic_graph_rag,0.8659769268620904,3041.0,simple
agentic_graph_rag,0.8469036067623397,3378.0,simple
agentic_graph_rag,0.7154779228426666,2338.0,simple
agentic_graph_rag,0.8689033781801159,2370.0,simple
agentic_graph_rag,0.8555151614092945,7989.0,simple
agentic_graph_rag,0.8606583894099141,2922.0,simple
agentic_graph_rag,0.8583573471374677,3068.0,simple
agentic_graph_rag,0.5609487304112172,2431.0,simple
agentic_graph_rag,0.6815519323671497,2984.0,simple
agentic_graph_rag,0.7056943855228595,2364.0,simple
agentic_graph_rag,0.8997244416327999,2937.0,simple
agentic_graph_rag,0.7031076039599816,3059.0,simple
agentic_graph_rag,0.8686478716923081,2225.0,simple
agentic_graph_rag,0.5499999999999999,2524.0,simple
agentic_graph_rag,0.7168055555555556,2354.0,simple
agentic_graph_rag,0.8445908625586371,2252.0,simple
agentic_graph_rag,0.6694158578759483,2150.0,simple
agentic_graph_rag,0.6325262056926962,2480.0,simple
agentic_graph_rag,0.7780668661242213,3405.0,simple
agentic_graph_rag,0.5587144308943089,1739.0,simple
agentic_graph_rag,0.6053888255449837,2456.0,simple
agentic_graph_rag,0.8422068544907848,2391.0,simple
agentic_graph_rag,0.5537913977478984,2317.0,simple
agentic_graph_rag,0.7369249306565174,2290.0,simple
agentic_graph_rag,0.8558583678641375,2145.0,simple
agentic_graph_rag,0.6220464113873295,2524.0,simple
agentic_graph_rag,0.5757814901831338,2353.0,simple
agentic_graph_rag,0.8932918818046087,1842.0,simple
agentic_graph_rag,0.7498721341725578,2356.0,simple
agentic_graph_rag,0.6424804267111619,3069.0,simple
agentic_graph_rag,0.933006493343553,2893.0,simple
agentic_graph_rag,0.7337271757772389,2891.0,medium
agentic_graph_rag,0.8275145790097385,2814.0,medium
agentic_graph_rag,0.8551762506926068,3569.0,medium
agentic_graph_rag,0.6587467714013171,2626.0,medium
agentic_graph_rag,0.675996325873118,4348.0,medium
agentic_graph_rag,0.8446623217566267,7473.0,medium
agentic_graph_rag,0.7655267435627722,2355.0,medium
agentic_graph_rag,0.6329080385167759,2355.0,medium
agentic_graph_rag,0.7405730269268488,2412.0,medium
agentic_graph_rag,0.7030016789573476,3114.0,medium
agentic_graph_rag,0.8836774827915378,4097.0,medium
agentic_graph_rag,0.9075340223182335,2453.0,medium
agentic_graph_rag,0.6715712764259276,2561.0,medium
agentic_graph_rag,0.8709782400033348,2763.0,medium
agentic_graph_rag,0.7183117682523695,2764.0,medium
agentic_graph_rag,0.8649595991163105,2760.0,medium
agentic_graph_rag,0.8302843742771184,2882.0,medium
agentic_graph_rag,0.6338137815522684,2543.0,medium
agentic_graph_rag,0.8328328671447551,3187.0,medium
agentic_graph_rag,0.7220572343105238,1995.0,medium
agentic_graph_rag,0.884956842607417,2904.0,medium
agentic_graph_rag,0.8409126924087627,3323.0,medium
agentic_graph_rag,0.6706590319792567,2615.0,medium
agentic_graph_rag,0.588880409713743,2045.0,medium
agentic_graph_rag,0.6143667825774949,2764.0,medium
agentic_graph_rag,0.7183676048155435,2842.0,medium
agentic_graph_rag,0.8712035996584983,3095.0,medium
agentic_graph_rag,0.9268053043303977,2559.0,medium
agentic_graph_rag,0.6302313855056877,2347.0,medium
agentic_graph_rag,0.6158779717691749,2506.0,medium
agentic_graph_rag,0.8512598249115193,3232.0,complex
agentic_graph_rag,0.6739289428209774,2458.0,complex
agentic_graph_rag,0.8972157630329889,3991.0,complex
agentic_graph_rag,0.6133693480584609,2047.0,complex
agentic_graph_rag,0.8176155772214038,2559.0,complex
agentic_graph_rag,0.7039410494299607,2559.0,complex
agentic_graph_rag,0.8002152746990416,2661.0,complex
agentic_graph_rag,0.6227489605451485,4117.0,complex
agentic_graph_rag,0.8973369692431142,3559.0,complex
agentic_graph_rag,0.6588898816843711,2559.0,complex
agentic_graph_rag,0.8807484916106554,3481.0,complex
agentic_graph_rag,0.791708336980684,3583.0,complex
agentic_graph_rag,0.8008109976859977,2560.0,complex
agentic_graph_rag,0.7708374230909085,2454.0,complex
agentic_graph_rag,0.8265404108688992,3275.0,complex
agentic_graph_rag,0.7197757137477532,2461.0,complex
agentic_graph_rag,0.9112210967474126,3277.0,complex
agentic_graph_rag,0.6937327380622261,2865.0,complex
agentic_graph_rag,0.7798876214801382,2150.0,complex
agentic_graph_rag,0.6204697818020186,4235.0,complex
agentic_graph_rag,0.6037029805578581,3118.0,complex
agentic_graph_rag,0.6605974354288499,2577.0,complex
agentic_graph_rag,0.6873719510819287,3500.0,complex
agentic_graph_rag,0.6364335394388317,2553.0,complex
agentic_graph_rag,0.7471749016436844,2237.0,complex
agentic_graph_rag,0.6977325133103481,3890.0,complex
agentic_graph_rag,0.5888910722692714,2251.0,complex
agentic_graph_rag,0.7119723623236646,2608.0,complex
agentic_graph_rag,0.844529181796405,2741.0,complex
agentic_graph_rag,0.5941833355128239,2636.0,complex
